658;-0.44;0.00;9.64
1659;-0.44;0.00;9.64
2659;-0.44;0.00;9.64
3661;-0.44;0.00;9.64
4665;-0.44;0.00;9.64
5667;-0.44;0.00;9.64
6679;-0.44;0.00;9.64
7682;-0.97;0.00;9.62
8683;-4.07;0.00;8.92
9690;-7.30;0.00;6.40
10691;-9.31;0.00;3.08
11692;-9.55;0.00;2.80
12693;-9.72;0.00;2.16
13793;-9.64;0.00;1.63
14795;-9.87;0.00;1.19
15797;-9.78;0.00;0.60
16806;-9.79;0.00;0.53
17807;-9.80;0.00;0.22
18808;-9.81;0.00;0.07
19808;-9.77;0.00;0.82
20809;-9.87;0.00;1.19
21810;-9.50;0.00;2.29
22811;-9.36;0.00;3.22
23812;-8.24;0.00;5.16
24812;-7.39;0.00;6.61
25855;-6.14;0.00;7.62
26856;-4.27;0.00;8.68
27857;-2.07;0.00;9.43
28857;0.15;0.00;9.65
29858;1.33;0.00;9.69
30860;2.43;0.00;9.31
31884;3.63;0.00;9.05
32884;4.60;0.00;8.51
33885;5.94;0.00;7.69
34885;7.09;0.00;6.77
35915;7.82;0.00;5.76
36916;8.44;0.00;4.84
37918;8.80;0.00;4.33
38918;9.03;0.00;3.43
39919;9.29;0.00;2.65
40929;9.66;0.00;1.70
41930;9.63;0.00;0.67
42931;9.65;0.00;0.00
43939;9.65;0.00;0.00
44939;9.35;0.00;2.29
45940;7.93;0.00;5.55
46940;5.65;0.00;7.75
47941;3.01;0.00;9.13
48941;1.78;0.00;9.46
49942;0.97;0.00;9.60
50943;-0.22;0.00;9.65
51953;-0.31;0.00;9.65
52954;-0.31;0.00;9.65
53954;-0.31;0.00;9.65
54955;-0.31;0.00;9.65
55955;-0.31;0.00;9.65
56957;-0.31;0.00;9.65
